Price Mileage Cylinder Doors Cruise Sound Leather Buick Cadillac Chevy Pontiac Saab Saturn convertible coupe hatchback sedan wagon
23578.16 19148.00     8.00     4.00     1.00     0.00     1.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
22231.56 21929.00     8.00     4.00     1.00     1.00     1.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
22189.12 25651.00     8.00     4.00     1.00     0.00     1.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
22525.27 19521.00     8.00     4.00     1.00     1.00     1.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
23449.31 17273.00     8.00     4.00     1.00     0.00     1.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
21403.76 27168.00     8.00     4.00     1.00     0.00     1.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
21200.69 31197.00     8.00     4.00     1.00     1.00     1.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
68566.19  6420.00     8.00     2.00     1.00     1.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00
70755.47   583.00     8.00     2.00     1.00     1.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00
52001.99 42691.00     8.00     2.00     1.00     1.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00
60567.55 23193.00     8.00     2.00     1.00     1.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00
63913.12 18200.00     8.00     2.00     1.00     1.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00
69133.73  7892.00     8.00     2.00     1.00     1.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00
66374.31 12021.00     8.00     2.00     1.00     1.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00
17322.08 10102.00     6.00     4.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     1.00     0.00
16507.07 16229.00     6.00     4.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     1.00     0.00
16425.17 14242.00     6.00     4.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     1.00     0.00
15118.89 25979.00     6.00     4.00     1.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     1.00     0.00
17978.36 10986.00     6.00     4.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     1.00     0.00
13585.64 35662.00     6.00     4.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     1.00     0.00
15731.13 20484.00     6.00     4.00     1.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     1.00     0.00
21908.37 17353.00     6.00     4.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
20952.22 20158.00     6.00     4.00     1.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
19425.85 27839.00     6.00     4.00     1.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
19191.99 29187.00     6.00     4.00     1.00     1.00     1.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
21956.34 17787.00     6.00     4.00     1.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
19981.13 24323.00     6.00     4.00     1.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
21646.12 19562.00     6.00     4.00     1.00     1.00     1.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
32075.98 23553.00     4.00     2.00     1.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00
27666.23 35157.00     4.00     2.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00
34819.30 12251.00     4.00     2.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00
33540.54 20925.00     4.00     2.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00
31969.07 24559.00     4.00     2.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00
35622.14 10340.00     4.00     2.00     1.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00
32737.08 19112.00     4.00     2.00     1.00     1.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00
23249.84 27686.00     4.00     4.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00
29246.24  3907.00     4.00     4.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00
24801.62 26345.00     4.00     4.00     1.00     1.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00
22244.88 50387.00     4.00     4.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00
26775.03 16688.00     4.00     4.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00
25996.81 21433.00     4.00     4.00     1.00     1.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00
25299.97 19569.00     4.00     4.00     1.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00
31156.60 18805.00     4.00     4.00     1.00     1.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00
29114.54 21960.00     4.00     4.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00
30443.88 15050.00     4.00     4.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00
24903.48 40719.00     4.00     4.00     1.00     1.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00
31084.94 18187.00     4.00     4.00     1.00     1.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00
33005.78  6409.00     4.00     4.00     1.00     1.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00
31153.01 17317.00     4.00     4.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00
23329.21 25218.00     4.00     4.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00
23274.48 21616.00     4.00     4.00     1.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00
27280.98  4836.00     4.00     4.00     1.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00
25959.12 17431.00     4.00     4.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00
12630.78 22571.00     4.00     2.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00
12425.39 22771.00     4.00     2.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00
12549.89 25816.00     4.00     2.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00
12274.96 19612.00     4.00     2.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00
13446.21 17741.00     4.00     2.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00
12319.70 24568.00     4.00     2.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00
12234.89 30297.00     4.00     2.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00
12684.99 29891.00     4.00     2.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00
12553.07 32844.00     4.00     2.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00
14185.02 20374.00     4.00     2.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00
13019.07 27942.00     4.00     2.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00
15747.80  6048.00     4.00     2.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00
13699.04 25845.00     4.00     2.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00
13530.07 27249.00     4.00     2.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00
19177.41 10414.00     6.00     2.00     1.00     1.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00
16357.99 23491.00     6.00     2.00     1.00     1.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00
15797.20 26700.00     6.00     2.00     1.00     1.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00
17515.40 18602.00     6.00     2.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00
18040.14 11647.00     6.00     2.00     1.00     0.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00
16345.94 25931.00     6.00     2.00     1.00     1.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00
18800.09  5827.00     6.00     2.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00
10386.04 22225.00     4.00     4.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00
11017.17 20100.00     4.00     4.00     0.00     1.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00
12163.82 12101.00     4.00     4.00     0.00     0.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00
11096.86 20334.00     4.00     4.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00
10777.05 27906.00     4.00     4.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00
12146.19 10011.00     4.00     4.00     0.00     0.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00
11472.02 19699.00     4.00     4.00     0.00     0.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00
16825.19 23460.00     6.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00
14914.20 33906.00     6.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00
17801.23 19386.00     6.00     4.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00
16543.98 24583.00     6.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00
16744.03 21829.00     6.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00
16143.96 26532.00     6.00     4.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00
17891.63 17020.00     6.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00
12409.95 11981.00     4.00     4.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
12314.59  4142.00     4.00     4.00     0.00     1.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
12649.11  3629.00     4.00     4.00     0.00     1.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
10491.08 30948.00     4.00     4.00     0.00     1.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
11318.01 11156.00     4.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
11700.11 15253.00     4.00     4.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
11215.02 19945.00     4.00     4.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
14894.98  2464.00     4.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
13167.70 14630.00     4.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
13230.92 25862.00     4.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
12573.90 25048.00     4.00     4.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
11328.96 39946.00     4.00     4.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
12383.40 25069.00     4.00     4.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
14678.11 11488.00     4.00     4.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
13545.03 27431.00     4.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
14304.74 21128.00     4.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
14847.04 12980.00     4.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
14593.85 18790.00     4.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
13744.85 23748.00     4.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
13688.95 21611.00     4.00     4.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
12741.19 34815.00     4.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
19075.68 18198.00     6.00     4.00     1.00     0.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
17839.80 25453.00     6.00     4.00     1.00     0.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
21757.05  1853.00     6.00     4.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
17789.35 26980.00     6.00     4.00     1.00     1.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
18527.21 19874.00     6.00     4.00     1.00     1.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
17294.18 29368.00     6.00     4.00     1.00     1.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
18912.98 21512.00     6.00     4.00     1.00     1.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
16472.90 21675.00     6.00     4.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
16300.47 25697.00     6.00     4.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
15138.40 32462.00     6.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
17158.92 21417.00     6.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
15623.20 27476.00     6.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
19164.61  1480.00     6.00     4.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
16993.78 23621.00     6.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
12230.10 28408.00     4.00     2.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00
12507.49 19715.00     4.00     2.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00
13141.05 19898.00     4.00     2.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00
15053.93  4652.00     4.00     2.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00
13594.09 20682.00     4.00     2.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00
13464.80 14231.00     4.00     2.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00
14642.32  6224.00     4.00     2.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00
14255.75 16958.00     4.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
13308.83 20043.00     4.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
14145.88 20512.00     4.00     4.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
12944.94 21684.00     4.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
12846.06 27560.00     4.00     4.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
14266.91  8615.00     4.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
13688.00 18766.00     4.00     4.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
20017.97 22729.00     6.00     2.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00
20839.15 22152.00     6.00     2.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00
17586.93 39049.00     6.00     2.00     1.00     0.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00
20676.17 18021.00     6.00     2.00     1.00     0.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00
22384.12 14788.00     6.00     2.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00
21745.03  7065.00     6.00     2.00     1.00     1.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00
11179.95 23121.00     4.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00
11031.13 20156.00     4.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00
10921.95 23119.00     4.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00
11343.05 20186.00     4.00     4.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00
11013.87 25746.00     4.00     4.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00
11070.06 25476.00     4.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00
11391.21 21421.00     4.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00
18273.01 16335.00     6.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00
19471.97  6608.00     6.00     4.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00
17663.22 19490.00     6.00     4.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00
18009.85 15190.00     6.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00
16988.30 24905.00     6.00     4.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00
17553.75 18451.00     6.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00
18311.76 17441.00     6.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00
11918.46  7278.00     4.00     4.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
 9919.05 34621.00     4.00     4.00     0.00     1.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
10805.13 21013.00     4.00     4.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
11302.90 14627.00     4.00     4.00     0.00     1.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
10770.11 25065.00     4.00     4.00     0.00     1.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
10872.01 25869.00     4.00     4.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
12408.81 10213.00     4.00     4.00     0.00     0.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
14401.91 21527.00     4.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
15163.17 17158.00     4.00     4.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
14508.75 18910.00     4.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
16116.84   865.00     4.00     4.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
14897.04 18210.00     4.00     4.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
15084.82 14824.00     4.00     4.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
14418.17 19818.00     4.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
16403.25 23133.00     6.00     4.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
17316.10 19593.00     6.00     4.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
17119.46 18277.00     6.00     4.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
16860.87 19883.00     6.00     4.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
16536.74 24218.00     6.00     4.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
19446.88   932.00     6.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
16295.21 28239.00     6.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
16860.09 22841.00     6.00     4.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00
18324.83  7397.00     6.00     4.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00
18974.92  5632.00     6.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00
16027.29 22889.00     6.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00
16267.09 21452.00     6.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00
19581.23  7645.00     6.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00
18169.38 14754.00     6.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00
14881.96 14376.00     4.00     2.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     1.00     0.00     0.00     0.00
13719.24 23645.00     4.00     2.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     1.00     0.00     0.00     0.00
14077.97 26788.00     4.00     2.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     1.00     0.00     0.00     0.00
